,代码,名称,接待机构数量,接待日期,公告日期
28830,603898,好莱客,15,2022-04-28,2022-04-29
28831,688030,山石网科,15,2022-04-28,2022-04-29
28832,2092,中泰化学,14,2022-04-29,2022-04-29
28833,300785,值得买,14,2022-04-28,2022-04-29
28834,2982,湘佳股份,13,2022-04-28,2022-04-29
28835,300770,新媒股份,13,2022-04-28,2022-04-29
28836,300990,同飞股份,12,2022-04-28,2022-04-29
28837,2446,盛路通信,11,2022-04-29,2022-04-29
28838,871642,通易航天,11,2022-04-29,2022-04-29
28839,2517,恺英网络,10,2022-04-29,2022-04-29
28840,300853,申昊科技,10,2022-04-29,2022-04-29
28841,898,鞍钢股份,10,2022-04-28,2022-04-29
28842,2110,三钢闽光,10,2022-04-28,2022-04-29
28843,2879,长缆科技,10,2022-04-28,2022-04-29
28844,300094,国联水产,10,2022-04-28,2022-04-29
28845,1308,康冠科技,9,2022-04-29,2022-04-29
28846,688121,卓然股份,9,2022-04-29,2022-04-29
28847,688636,智明达,9,2022-04-28,2022-04-29
28848,2568,百润股份,8,2022-04-29,2022-04-29
28849,2937,兴瑞科技,8,2022-04-29,2022-04-29
28850,300969,恒帅股份,8,2022-04-29,2022-04-29
28851,2793,罗欣药业,8,2022-04-28,2022-04-29
28852,300867,圣元环保,7,2022-04-28,2022-04-29
28853,603066,音飞储存,7,2022-04-28,2022-04-29
28854,688558,国盛智科,7,2022-04-28,2022-04-29
28855,300223,北京君正,6,2022-04-28,2022-04-29
28856,300445,康斯特,6,2022-04-28,2022-04-29
28857,603118,共进股份,6,2022-04-28,2022-04-29
28858,605090,九丰能源,6,2022-04-28,2022-04-29
28859,300748,金力永磁,5,2022-04-29,2022-04-29
28860,1289,龙源电力,5,2022-04-28,2022-04-29
28861,300824,北鼎股份,5,2022-04-28,2022-04-29
28862,605296,神农集团,5,2022-04-28,2022-04-29
28863,688336,三生国健,5,2022-04-28,2022-04-29
28864,300218,安利股份,4,2022-04-29,2022-04-29
28865,2572,索菲亚,4,2022-04-28,2022-04-29
28866,2896,中大力德,3,2022-04-29,2022-04-29
28867,301166,优宁维,3,2022-04-29,2022-04-29
28868,1308,康冠科技,3,2022-04-28,2022-04-29
28869,300938,信测标准,3,2022-04-28,2022-04-29
28870,300993,玉马遮阳,3,2022-04-28,2022-04-29
28871,300997,欢乐家,3,2022-04-28,2022-04-29
28872,603856,东宏股份,3,2022-04-28,2022-04-29
28873,300072,海新能科,2,2022-04-29,2022-04-29
28874,300993,玉马遮阳,2,2022-04-29,2022-04-29
28875,603232,格尔软件,2,2022-04-29,2022-04-29
28876,688030,山石网科,2,2022-04-29,2022-04-29
28877,2163,海南发展,2,2022-04-28,2022-04-29
28878,2438,江苏神通,2,2022-04-28,2022-04-29
28879,32,深桑达A,1,2022-04-29,2022-04-29
28880,60,中金岭南,1,2022-04-29,2022-04-29
28881,159,国际实业,1,2022-04-29,2022-04-29
28882,676,智度股份,1,2022-04-29,2022-04-29
28883,727,冠捷科技,1,2022-04-29,2022-04-29
28884,860,顺鑫农业,1,2022-04-29,2022-04-29
28885,899,赣能股份,1,2022-04-29,2022-04-29
28886,948,南天信息,1,2022-04-29,2022-04-29
28887,1206,依依股份,1,2022-04-29,2022-04-29
28888,2009,天奇股份,1,2022-04-29,2022-04-29
28889,2026,山东威达,1,2022-04-29,2022-04-29
28890,2028,思源电气,1,2022-04-29,2022-04-29
28891,2034,旺能环境,1,2022-04-29,2022-04-29
28892,2124,天邦食品,1,2022-04-29,2022-04-29
28893,2250,联化科技,1,2022-04-29,2022-04-29
28894,2353,杰瑞股份,1,2022-04-29,2022-04-29
28895,2390,信邦制药,1,2022-04-29,2022-04-29
28896,2391,长青股份,1,2022-04-29,2022-04-29
28897,2441,众业达,1,2022-04-29,2022-04-29
28898,2536,飞龙股份,1,2022-04-29,2022-04-29
28899,2539,云图控股,1,2022-04-29,2022-04-29
28900,2632,道明光学,1,2022-04-29,2022-04-29
28901,2661,克明食品,1,2022-04-29,2022-04-29
28902,2701,奥瑞金,1,2022-04-29,2022-04-29
28903,2787,华源控股,1,2022-04-29,2022-04-29
28904,2788,鹭燕医药,1,2022-04-29,2022-04-29
28905,2811,郑中设计,1,2022-04-29,2022-04-29
28906,2858,力盛体育,1,2022-04-29,2022-04-29
28907,2918,蒙娜丽莎,1,2022-04-29,2022-04-29
28908,2986,宇新股份,1,2022-04-29,2022-04-29
28909,3032,传智教育,1,2022-04-29,2022-04-29
28910,300095,华伍股份,1,2022-04-29,2022-04-29
28911,300150,世纪瑞尔,1,2022-04-29,2022-04-29
28912,300185,通裕重工,1,2022-04-29,2022-04-29
28913,300246,宝莱特,1,2022-04-29,2022-04-29
28914,300253,卫宁健康,1,2022-04-29,2022-04-29
28915,300291,百纳千成,1,2022-04-29,2022-04-29
28916,300298,三诺生物,1,2022-04-29,2022-04-29
28917,300310,宜通世纪,1,2022-04-29,2022-04-29
28918,300330,*ST计通,1,2022-04-29,2022-04-29
28919,300349,金卡智能,1,2022-04-29,2022-04-29
28920,300358,楚天科技,1,2022-04-29,2022-04-29
28921,300436,广生堂,1,2022-04-29,2022-04-29
28922,300451,创业慧康,1,2022-04-29,2022-04-29
28923,300452,山河药辅,1,2022-04-29,2022-04-29
28924,300533,冰川网络,1,2022-04-29,2022-04-29
28925,300578,会畅通讯,1,2022-04-29,2022-04-29
28926,300605,恒锋信息,1,2022-04-29,2022-04-29
28927,300610,晨化股份,1,2022-04-29,2022-04-29
28928,300689,澄天伟业,1,2022-04-29,2022-04-29
28929,300706,阿石创,1,2022-04-29,2022-04-29
28930,300716,泉为科技,1,2022-04-29,2022-04-29
28931,300724,捷佳伟创,1,2022-04-29,2022-04-29
28932,300726,宏达电子,1,2022-04-29,2022-04-29
28933,300763,锦浪科技,1,2022-04-29,2022-04-29
28934,300766,每日互动,1,2022-04-29,2022-04-29
28935,300798,锦鸡股份,1,2022-04-29,2022-04-29
28936,300808,久量股份,1,2022-04-29,2022-04-29
28937,300809,华辰装备,1,2022-04-29,2022-04-29
28938,300841,康华生物,1,2022-04-29,2022-04-29
28939,300882,万胜智能,1,2022-04-29,2022-04-29
28940,300911,亿田智能,1,2022-04-29,2022-04-29
28941,300928,华安鑫创,1,2022-04-29,2022-04-29
28942,300966,共同药业,1,2022-04-29,2022-04-29
28943,301010,晶雪节能,1,2022-04-29,2022-04-29
28944,301053,远信工业,1,2022-04-29,2022-04-29
28945,301119,正强股份,1,2022-04-29,2022-04-29
28946,301129,瑞纳智能,1,2022-04-29,2022-04-29
28947,301169,零点有数,1,2022-04-29,2022-04-29
28948,301188,力诺特玻,1,2022-04-29,2022-04-29
28949,600497,驰宏锌锗,1,2022-04-29,2022-04-29
28950,600739,辽宁成大,1,2022-04-29,2022-04-29
28951,601921,浙版传媒,1,2022-04-29,2022-04-29
28952,603083,剑桥科技,1,2022-04-29,2022-04-29
28953,603181,皇马科技,1,2022-04-29,2022-04-29
28954,603187,海容冷链,1,2022-04-29,2022-04-29
28955,603328,依顿电子,1,2022-04-29,2022-04-29
28956,688160,步科股份,1,2022-04-29,2022-04-29
28957,688628,优利德,1,2022-04-29,2022-04-29
28958,402,金融街,1,2022-04-28,2022-04-29
28959,530,冰山冷热,1,2022-04-28,2022-04-29
28960,593,德龙汇能,1,2022-04-28,2022-04-29
28961,630,铜陵有色,1,2022-04-28,2022-04-29
28962,906,浙商中拓,1,2022-04-28,2022-04-29
28963,965,天保基建,1,2022-04-28,2022-04-29
28964,2017,东信和平,1,2022-04-28,2022-04-29
28965,2034,旺能环境,1,2022-04-28,2022-04-29
28966,2067,景兴纸业,1,2022-04-28,2022-04-29
28967,2139,拓邦股份,1,2022-04-28,2022-04-29
28968,2151,北斗星通,1,2022-04-28,2022-04-29
28969,2222,福晶科技,1,2022-04-28,2022-04-29
28970,2272,川润股份,1,2022-04-28,2022-04-29
28971,2332,仙琚制药,1,2022-04-28,2022-04-29
28972,2417,*ST深南,1,2022-04-28,2022-04-29
28973,2443,金洲管道,1,2022-04-28,2022-04-29
28974,2445,中南文化,1,2022-04-28,2022-04-29
28975,2481,双塔食品,1,2022-04-28,2022-04-29
28976,2510,天汽模,1,2022-04-28,2022-04-29
28977,2513,蓝丰生化,1,2022-04-28,2022-04-29
28978,2533,金杯电工,1,2022-04-28,2022-04-29
28979,2538,司尔特,1,2022-04-28,2022-04-29
28980,2691,冀凯股份,1,2022-04-28,2022-04-29
28981,2815,崇达技术,1,2022-04-28,2022-04-29
28982,2896,中大力德,1,2022-04-28,2022-04-29
28983,2956,西麦食品,1,2022-04-28,2022-04-29
28984,2991,甘源食品,1,2022-04-28,2022-04-29
28985,3023,彩虹集团,1,2022-04-28,2022-04-29
28986,3031,中瓷电子,1,2022-04-28,2022-04-29
28987,3035,南网能源,1,2022-04-28,2022-04-29
28988,300101,振芯科技,1,2022-04-28,2022-04-29
28989,300151,昌红科技,1,2022-04-28,2022-04-29
28990,300443,金雷股份,1,2022-04-28,2022-04-29
28991,300475,香农芯创,1,2022-04-28,2022-04-29
28992,300548,博创科技,1,2022-04-28,2022-04-29
28993,300573,兴齐眼药,1,2022-04-28,2022-04-29
28994,300594,朗进科技,1,2022-04-28,2022-04-29
28995,300671,富满微,1,2022-04-28,2022-04-29
28996,300673,佩蒂股份,1,2022-04-28,2022-04-29
28997,300700,岱勒新材,1,2022-04-28,2022-04-29
28998,300774,倍杰特,1,2022-04-28,2022-04-29
28999,300811,铂科新材,1,2022-04-28,2022-04-29
29000,300906,日月明,1,2022-04-28,2022-04-29
29001,300965,恒宇信通,1,2022-04-28,2022-04-29
29002,301028,东亚机械,1,2022-04-28,2022-04-29
29003,301029,怡合达,1,2022-04-28,2022-04-29
29004,301039,中集车辆,1,2022-04-28,2022-04-29
29005,301081,严牌股份,1,2022-04-28,2022-04-29
29006,301192,泰祥股份,1,2022-04-28,2022-04-29
29007,600064,南京高科,1,2022-04-28,2022-04-29
29008,600392,盛和资源,1,2022-04-28,2022-04-29
29009,600694,大商股份,1,2022-04-28,2022-04-29
29010,600704,物产中大,1,2022-04-28,2022-04-29
29011,601609,金田股份,1,2022-04-28,2022-04-29
29012,603071,物产环能,1,2022-04-28,2022-04-29
29013,603158,腾龙股份,1,2022-04-28,2022-04-29
29014,603660,苏州科达,1,2022-04-28,2022-04-29
29015,688799,华纳药厂,1,2022-04-28,2022-04-29
29016,831445,龙竹科技,1,2022-04-28,2022-04-29
29017,831832,科达自控,1,2022-04-28,2022-04-29
29018,835184,国源科技,1,2022-04-28,2022-04-29
29019,837092,汉鑫科技,1,2022-04-28,2022-04-29
29020,839167,同享科技,1,2022-04-28,2022-04-29
29021,870436,大地电气,1,2022-04-28,2022-04-29
29022,2643,万润股份,94,2022-04-28,2022-04-28
29023,300459,汤姆猫,69,2022-04-28,2022-04-28
29024,2918,蒙娜丽莎,63,2022-04-28,2022-04-28
29025,301129,瑞纳智能,50,2022-04-28,2022-04-28
29026,2250,联化科技,29,2022-04-28,2022-04-28
29027,603959,百利科技,21,2022-04-28,2022-04-28
29028,3019,宸展光电,16,2022-04-28,2022-04-28
29029,835185,贝特瑞,15,2022-04-28,2022-04-28
29030,2728,特一药业,8,2022-04-28,2022-04-28
29031,300623,捷捷微电,8,2022-04-28,2022-04-28
29032,720,新能泰山,7,2022-04-28,2022-04-28
29033,970,中科三环,7,2022-04-28,2022-04-28
29034,300644,南京聚隆,7,2022-04-28,2022-04-28
29035,301013,利和兴,7,2022-04-28,2022-04-28
29036,2778,中晟高科,6,2022-04-28,2022-04-28
29037,301166,优宁维,6,2022-04-28,2022-04-28
29038,600926,杭州银行,6,2022-04-28,2022-04-28
29039,603198,迎驾贡酒,6,2022-04-28,2022-04-28
29040,2965,祥鑫科技,4,2022-04-28,2022-04-28
29041,300218,安利股份,4,2022-04-28,2022-04-28
29042,601958,金钼股份,3,2022-04-28,2022-04-28
29043,922,佳电股份,2,2022-04-28,2022-04-28
29044,300296,利亚德,2,2022-04-28,2022-04-28
29045,600163,中闽能源,2,2022-04-28,2022-04-28
29046,422,湖北宜化,1,2022-04-28,2022-04-28
29047,507,珠海港,1,2022-04-28,2022-04-28
29048,513,丽珠集团,1,2022-04-28,2022-04-28
29049,683,远兴能源,1,2022-04-28,2022-04-28
29050,833,粤桂股份,1,2022-04-28,2022-04-28
29051,902,新洋丰,1,2022-04-28,2022-04-28
29052,929,兰州黄河,1,2022-04-28,2022-04-28
29053,2112,三变科技,1,2022-04-28,2022-04-28
29054,2175,东方智造,1,2022-04-28,2022-04-28
29055,2216,三全食品,1,2022-04-28,2022-04-28
29056,2221,东华能源,1,2022-04-28,2022-04-28
29057,2254,泰和新材,1,2022-04-28,2022-04-28
29058,2268,电科网安,1,2022-04-28,2022-04-28
29059,2305,南国置业,1,2022-04-28,2022-04-28
29060,2394,联发股份,1,2022-04-28,2022-04-28
29061,2430,杭氧股份,1,2022-04-28,2022-04-28
29062,2489,浙江永强,1,2022-04-28,2022-04-28
29063,2566,益盛药业,1,2022-04-28,2022-04-28
29064,2584,西陇科学,1,2022-04-28,2022-04-28
29065,2837,英维克,1,2022-04-28,2022-04-28
29066,2870,香山股份,1,2022-04-28,2022-04-28
29067,2983,芯瑞达,1,2022-04-28,2022-04-28
29068,2998,优彩资源,1,2022-04-28,2022-04-28
29069,3021,兆威机电,1,2022-04-28,2022-04-28
29070,300070,碧水源,1,2022-04-28,2022-04-28
29071,300086,康芝药业,1,2022-04-28,2022-04-28
29072,300152,新动力,1,2022-04-28,2022-04-28
29073,300204,舒泰神,1,2022-04-28,2022-04-28
29074,300275,梅安森,1,2022-04-28,2022-04-28
29075,300283,温州宏丰,1,2022-04-28,2022-04-28
29076,300343,联创股份,1,2022-04-28,2022-04-28
29077,300360,炬华科技,1,2022-04-28,2022-04-28
29078,300371,汇中股份,1,2022-04-28,2022-04-28
29079,300383,光环新网,1,2022-04-28,2022-04-28
29080,300514,友讯达,1,2022-04-28,2022-04-28
29081,300592,华凯易佰,1,2022-04-28,2022-04-28
29082,300612,宣亚国际,1,2022-04-28,2022-04-28
29083,300618,寒锐钴业,1,2022-04-28,2022-04-28
29084,300705,九典制药,1,2022-04-28,2022-04-28
29085,300710,万隆光电,1,2022-04-28,2022-04-28
29086,300730,科创信息,1,2022-04-28,2022-04-28
29087,300772,运达股份,1,2022-04-28,2022-04-28
29088,300921,南凌科技,1,2022-04-28,2022-04-28
29089,300931,通用电梯,1,2022-04-28,2022-04-28
29090,300939,秋田微,1,2022-04-28,2022-04-28
29091,300995,奇德新材,1,2022-04-28,2022-04-28
29092,600573,惠泉啤酒,1,2022-04-28,2022-04-28
29093,603015,弘讯科技,1,2022-04-28,2022-04-28
29094,605266,健之佳,1,2022-04-28,2022-04-28
29095,688032,禾迈股份,1,2022-04-28,2022-04-28
29096,688192,迪哲医药,1,2022-04-28,2022-04-28
29097,871553,凯腾精工,1,2022-04-28,2022-04-28
29098,300498,温氏股份,291,2022-04-27,2022-04-28
29099,2906,华阳集团,277,2022-04-27,2022-04-28
29100,300316,晶盛机电,215,2022-04-27,2022-04-28
29101,300633,开立医疗,187,2022-04-27,2022-04-28
29102,2738,中矿资源,179,2022-04-27,2022-04-28
29103,300577,开润股份,144,2022-04-27,2022-04-28
29104,300613,富瀚微,138,2022-04-27,2022-04-28
29105,603707,健友股份,106,2022-04-27,2022-04-28
29106,2643,万润股份,94,2022-04-28,2022-04-28
29107,688337,普源精电,73,2022-04-27,2022-04-28
29108,300459,汤姆猫,69,2022-04-28,2022-04-28
29109,2918,蒙娜丽莎,63,2022-04-28,2022-04-28
29110,601231,环旭电子,56,2022-04-27,2022-04-28
29111,603801,志邦家居,56,2022-04-27,2022-04-28
29112,603160,汇顶科技,53,2022-04-27,2022-04-28
29113,301129,瑞纳智能,50,2022-04-28,2022-04-28
29114,300358,楚天科技,48,2022-04-27,2022-04-28
29115,547,航天发展,47,2022-04-27,2022-04-28
29116,300776,帝尔激光,38,2022-04-27,2022-04-28
29117,600233,圆通速递,37,2022-04-27,2022-04-28
29118,1212,中旗新材,34,2022-04-27,2022-04-28
29119,300035,中科电气,33,2022-04-27,2022-04-28
29120,300332,天壕环境,33,2022-04-27,2022-04-28
29121,300296,利亚德,32,2022-04-27,2022-04-28
29122,300353,东土科技,31,2022-04-27,2022-04-28
29123,2250,联化科技,29,2022-04-28,2022-04-28
29124,2957,科瑞技术,29,2022-04-27,2022-04-28
29125,300207,欣旺达,29,2022-04-27,2022-04-28
29126,300094,国联水产,28,2022-04-27,2022-04-28
29127,300977,深圳瑞捷,26,2022-04-27,2022-04-28
29128,2430,杭氧股份,24,2022-04-27,2022-04-28
29129,2839,张家港行,24,2022-04-27,2022-04-28
29130,300477,合纵科技,24,2022-04-27,2022-04-28
29131,2544,普天科技,23,2022-04-27,2022-04-28
29132,603515,欧普照明,22,2022-04-27,2022-04-28
29133,603959,百利科技,21,2022-04-28,2022-04-28
29134,3006,百亚股份,21,2022-04-27,2022-04-28
29135,3019,宸展光电,16,2022-04-28,2022-04-28
29136,835185,贝特瑞,15,2022-04-28,2022-04-28
29137,300586,美联新材,14,2022-04-27,2022-04-28
29138,300660,江苏雷利,14,2022-04-27,2022-04-28
29139,300705,九典制药,14,2022-04-27,2022-04-28
29140,688095,福昕软件,13,2022-04-27,2022-04-28
29141,970,中科三环,12,2022-04-27,2022-04-28
29142,2559,亚威股份,11,2022-04-27,2022-04-28
29143,300957,贝泰妮,9,2022-04-27,2022-04-28
29144,2728,特一药业,8,2022-04-28,2022-04-28
29145,300623,捷捷微电,8,2022-04-28,2022-04-28
29146,922,佳电股份,8,2022-04-27,2022-04-28
29147,720,新能泰山,7,2022-04-28,2022-04-28
29148,970,中科三环,7,2022-04-28,2022-04-28
29149,300644,南京聚隆,7,2022-04-28,2022-04-28
29150,301013,利和兴,7,2022-04-28,2022-04-28
29151,2920,德赛西威,7,2022-04-27,2022-04-28
29152,300592,华凯易佰,7,2022-04-27,2022-04-28
29153,2778,中晟高科,6,2022-04-28,2022-04-28
29154,301166,优宁维,6,2022-04-28,2022-04-28
29155,600926,杭州银行,6,2022-04-28,2022-04-28
29156,603198,迎驾贡酒,6,2022-04-28,2022-04-28
29157,300196,长海股份,6,2022-04-27,2022-04-28
29158,300762,上海瀚讯,6,2022-04-27,2022-04-28
29159,600763,通策医疗,6,2022-04-27,2022-04-28
29160,2202,金风科技,5,2022-04-27,2022-04-28
29161,605599,菜百股份,5,2022-04-27,2022-04-28
29162,2965,祥鑫科技,4,2022-04-28,2022-04-28
29163,300218,安利股份,4,2022-04-28,2022-04-28
29164,498,山东路桥,4,2022-04-27,2022-04-28
29165,300623,捷捷微电,4,2022-04-27,2022-04-28
29166,601958,金钼股份,3,2022-04-28,2022-04-28
29167,2317,众生药业,3,2022-04-27,2022-04-28
29168,300348,长亮科技,3,2022-04-27,2022-04-28
29169,922,佳电股份,2,2022-04-28,2022-04-28
29170,300296,利亚德,2,2022-04-28,2022-04-28
29171,600163,中闽能源,2,2022-04-28,2022-04-28
29172,2749,国光股份,2,2022-04-27,2022-04-28
29173,300988,津荣天宇,2,2022-04-27,2022-04-28
29174,600926,杭州银行,2,2022-04-27,2022-04-28
29175,601958,金钼股份,2,2022-04-27,2022-04-28
29176,688156,路德环境,2,2022-04-27,2022-04-28
29177,422,湖北宜化,1,2022-04-28,2022-04-28
29178,507,珠海港,1,2022-04-28,2022-04-28
29179,513,丽珠集团,1,2022-04-28,2022-04-28
29180,683,远兴能源,1,2022-04-28,2022-04-28
29181,833,粤桂股份,1,2022-04-28,2022-04-28
29182,902,新洋丰,1,2022-04-28,2022-04-28
29183,929,兰州黄河,1,2022-04-28,2022-04-28
29184,2112,三变科技,1,2022-04-28,2022-04-28
29185,2175,东方智造,1,2022-04-28,2022-04-28
29186,2216,三全食品,1,2022-04-28,2022-04-28
29187,2221,东华能源,1,2022-04-28,2022-04-28
29188,2254,泰和新材,1,2022-04-28,2022-04-28
29189,2268,电科网安,1,2022-04-28,2022-04-28
29190,2305,南国置业,1,2022-04-28,2022-04-28
29191,2394,联发股份,1,2022-04-28,2022-04-28
29192,2430,杭氧股份,1,2022-04-28,2022-04-28
29193,2489,浙江永强,1,2022-04-28,2022-04-28
29194,2566,益盛药业,1,2022-04-28,2022-04-28
29195,2584,西陇科学,1,2022-04-28,2022-04-28
29196,2837,英维克,1,2022-04-28,2022-04-28
29197,2870,香山股份,1,2022-04-28,2022-04-28
29198,2983,芯瑞达,1,2022-04-28,2022-04-28
29199,2998,优彩资源,1,2022-04-28,2022-04-28
29200,3021,兆威机电,1,2022-04-28,2022-04-28
29201,300070,碧水源,1,2022-04-28,2022-04-28
29202,300086,康芝药业,1,2022-04-28,2022-04-28
29203,300152,新动力,1,2022-04-28,2022-04-28
29204,300204,舒泰神,1,2022-04-28,2022-04-28
29205,300275,梅安森,1,2022-04-28,2022-04-28
29206,300283,温州宏丰,1,2022-04-28,2022-04-28
29207,300343,联创股份,1,2022-04-28,2022-04-28
29208,300360,炬华科技,1,2022-04-28,2022-04-28
29209,300371,汇中股份,1,2022-04-28,2022-04-28
29210,300383,光环新网,1,2022-04-28,2022-04-28
29211,300514,友讯达,1,2022-04-28,2022-04-28
29212,300592,华凯易佰,1,2022-04-28,2022-04-28
29213,300612,宣亚国际,1,2022-04-28,2022-04-28
29214,300618,寒锐钴业,1,2022-04-28,2022-04-28
29215,300705,九典制药,1,2022-04-28,2022-04-28
29216,300710,万隆光电,1,2022-04-28,2022-04-28
29217,300730,科创信息,1,2022-04-28,2022-04-28
29218,300772,运达股份,1,2022-04-28,2022-04-28
29219,300921,南凌科技,1,2022-04-28,2022-04-28
29220,300931,通用电梯,1,2022-04-28,2022-04-28
29221,300939,秋田微,1,2022-04-28,2022-04-28
29222,300995,奇德新材,1,2022-04-28,2022-04-28
29223,600573,惠泉啤酒,1,2022-04-28,2022-04-28
29224,603015,弘讯科技,1,2022-04-28,2022-04-28
29225,605266,健之佳,1,2022-04-28,2022-04-28
29226,688032,禾迈股份,1,2022-04-28,2022-04-28
29227,688192,迪哲医药,1,2022-04-28,2022-04-28
29228,871553,凯腾精工,1,2022-04-28,2022-04-28
29229,2025,航天电器,1,2022-04-27,2022-04-28
29230,2191,劲嘉股份,1,2022-04-27,2022-04-28
29231,2238,天威视讯,1,2022-04-27,2022-04-28
29232,2296,辉煌科技,1,2022-04-27,2022-04-28
29233,2376,新北洋,1,2022-04-27,2022-04-28
29234,2384,东山精密,1,2022-04-27,2022-04-28
29235,2395,双象股份,1,2022-04-27,2022-04-28
29236,2702,海欣食品,1,2022-04-27,2022-04-28
29237,2931,锋龙股份,1,2022-04-27,2022-04-28
29238,300054,鼎龙股份,1,2022-04-27,2022-04-28
29239,300284,苏交科,1,2022-04-27,2022-04-28
29240,300339,润和软件,1,2022-04-27,2022-04-28
29241,300394,天孚通信,1,2022-04-27,2022-04-28
29242,300499,高澜股份,1,2022-04-27,2022-04-28
29243,300554,三超新材,1,2022-04-27,2022-04-28
29244,300870,欧陆通,1,2022-04-27,2022-04-28
29245,300881,盛德鑫泰,1,2022-04-27,2022-04-28
29246,300993,玉马遮阳,1,2022-04-27,2022-04-28
29247,301138,华研精机,1,2022-04-27,2022-04-28
29248,301182,凯旺科技,1,2022-04-27,2022-04-28
29249,430489,佳先股份,1,2022-04-27,2022-04-28
29250,600421,华嵘控股,1,2022-04-27,2022-04-28
29251,600452,涪陵电力,1,2022-04-27,2022-04-28
29252,600866,星湖科技,1,2022-04-27,2022-04-28
29253,600982,宁波能源,1,2022-04-27,2022-04-28
29254,601568,北元集团,1,2022-04-27,2022-04-28
29255,603195,公牛集团,1,2022-04-27,2022-04-28
29256,603811,诚意药业,1,2022-04-27,2022-04-28
29257,603813,原尚股份,1,2022-04-27,2022-04-28
29258,603931,格林达,1,2022-04-27,2022-04-28
29259,688004,博汇科技,1,2022-04-27,2022-04-28
29260,688676,金盘科技,1,2022-04-27,2022-04-28
29261,688722,同益中,1,2022-04-27,2022-04-28
29262,837344,三元基因,1,2022-04-27,2022-04-28
29263,2241,歌尔股份,445,2022-04-27,2022-04-27
29264,2036,联创电子,353,2022-04-27,2022-04-27
29265,2461,珠江啤酒,41,2022-04-27,2022-04-27
29266,300009,安科生物,38,2022-04-27,2022-04-27
29267,300983,尤安设计,11,2022-04-27,2022-04-27
29268,688,国城矿业,3,2022-04-27,2022-04-27
29269,2568,百润股份,3,2022-04-27,2022-04-27
29270,2305,南国置业,2,2022-04-27,2022-04-27
29271,301,东方盛虹,1,2022-04-27,2022-04-27
29272,949,新乡化纤,1,2022-04-27,2022-04-27
29273,1317,三羊马,1,2022-04-27,2022-04-27
29274,2600,领益智造,1,2022-04-27,2022-04-27
29275,2762,金发拉比,1,2022-04-27,2022-04-27
29276,2825,纳尔股份,1,2022-04-27,2022-04-27
29277,2832,比音勒芬,1,2022-04-27,2022-04-27
29278,2913,奥士康,1,2022-04-27,2022-04-27
29279,3020,立方制药,1,2022-04-27,2022-04-27
29280,300174,元力股份,1,2022-04-27,2022-04-27
29281,300541,先进数通,1,2022-04-27,2022-04-27
29282,300813,泰林生物,1,2022-04-27,2022-04-27
29283,300993,玉马遮阳,1,2022-04-27,2022-04-27
29284,301221,光庭信息,1,2022-04-27,2022-04-27
29285,603195,公牛集团,1,2022-04-27,2022-04-27
29286,688395,正弦电气,1,2022-04-27,2022-04-27
29287,831961,创远信科,1,2022-04-27,2022-04-27
29288,2241,歌尔股份,445,2022-04-27,2022-04-27
29289,2036,联创电子,353,2022-04-27,2022-04-27
29290,2461,珠江啤酒,41,2022-04-27,2022-04-27
29291,300009,安科生物,38,2022-04-27,2022-04-27
29292,300983,尤安设计,11,2022-04-27,2022-04-27
29293,688,国城矿业,3,2022-04-27,2022-04-27
29294,2568,百润股份,3,2022-04-27,2022-04-27
29295,2305,南国置业,2,2022-04-27,2022-04-27
29296,301,东方盛虹,1,2022-04-27,2022-04-27
29297,949,新乡化纤,1,2022-04-27,2022-04-27
29298,1317,三羊马,1,2022-04-27,2022-04-27
29299,2600,领益智造,1,2022-04-27,2022-04-27
29300,2762,金发拉比,1,2022-04-27,2022-04-27
29301,2825,纳尔股份,1,2022-04-27,2022-04-27
29302,2832,比音勒芬,1,2022-04-27,2022-04-27
29303,2913,奥士康,1,2022-04-27,2022-04-27
29304,3020,立方制药,1,2022-04-27,2022-04-27
29305,300174,元力股份,1,2022-04-27,2022-04-27
29306,300541,先进数通,1,2022-04-27,2022-04-27
29307,300813,泰林生物,1,2022-04-27,2022-04-27
29308,300993,玉马遮阳,1,2022-04-27,2022-04-27
29309,301221,光庭信息,1,2022-04-27,2022-04-27
29310,603195,公牛集团,1,2022-04-27,2022-04-27
29311,688395,正弦电气,1,2022-04-27,2022-04-27
29312,831961,创远信科,1,2022-04-27,2022-04-27
29313,2241,歌尔股份,445,2022-04-27,2022-04-27
29314,2036,联创电子,353,2022-04-27,2022-04-27
29315,2410,广联达,208,2022-04-26,2022-04-27
29316,2756,永兴材料,155,2022-04-26,2022-04-27
29317,739,普洛药业,148,2022-04-26,2022-04-27
29318,2293,罗莱生活,118,2022-04-26,2022-04-27
29319,703,恒逸石化,94,2022-04-26,2022-04-27
29320,300470,中密控股,89,2022-04-26,2022-04-27
29321,300260,新莱应材,76,2022-04-26,2022-04-27
29322,2624,完美世界,74,2022-04-26,2022-04-27
29323,300768,迪普科技,65,2022-04-26,2022-04-27
29324,300447,全信股份,61,2022-04-26,2022-04-27
29325,603889,新澳股份,59,2022-04-26,2022-04-27
29326,300986,志特新材,45,2022-04-26,2022-04-27
29327,2461,珠江啤酒,41,2022-04-27,2022-04-27
29328,2373,千方科技,41,2022-04-26,2022-04-27
29329,300009,安科生物,38,2022-04-27,2022-04-27
29330,1206,依依股份,36,2022-04-26,2022-04-27
