,代码,名称,接待机构数量,接待日期,公告日期
19009,000001,平安银行,1,2022-08-18,2022-10-24
19010,001206,依依股份,215,2022-10-21,2022-10-22
19011,002908,德生科技,47,2022-10-20,2022-10-22
19012,300881,盛德鑫泰,14,2022-10-21,2022-10-22
19013,300750,宁德时代,1,2022-10-21,2022-10-22
19014,002085,万丰奥威,236,2022-10-20,2022-10-21
19015,688035,德邦科技,153,2022-09-28,2022-10-21
19016,000915,华特达因,144,2022-10-20,2022-10-21
19017,000739,普洛药业,100,2022-10-20,2022-10-21
19018,300723,一品红,80,2022-10-20,2022-10-21
19019,300442,润泽科技,72,2022-10-20,2022-10-21
19020,603300,华铁应急,61,2022-10-10,2022-10-21
19021,603856,东宏股份,34,2022-10-20,2022-10-21
19022,002085,万丰奥威,17,2022-10-21,2022-10-21
19023,603836,海程邦达,8,2022-10-19,2022-10-21
19024,001222,源飞宠物,6,2022-10-20,2022-10-21
19025,301153,中科江南,5,2022-10-19,2022-10-21
19026,002045,国光电器,3,2022-10-19,2022-10-21
19027,000878,云南铜业,2,2022-10-19,2022-10-21
19028,002183,怡亚通,2,2022-10-19,2022-10-21
19029,000690,宝新能源,1,2022-10-21,2022-10-21
19030,688499,利元亨,1,2022-10-21,2022-10-21
19031,300845,捷安高科,1,2022-10-20,2022-10-21
19032,002056,横店东磁,477,2022-10-17,2022-10-20
19033,300910,瑞丰新材,192,2022-10-20,2022-10-20
19034,603568,伟明环保,76,2022-09-16,2022-10-20
19035,601515,东风股份,72,2022-10-19,2022-10-20
19036,603309,维力医疗,68,2022-10-20,2022-10-20
19037,688778,厦钨新能,41,2022-09-01,2022-10-20
19038,600549,厦门钨业,34,2022-09-16,2022-10-20
19039,300366,创意信息,11,2022-10-18,2022-10-20
19040,300653,正海生物,10,2022-10-19,2022-10-20
19041,301338,凯格精机,7,2022-10-11,2022-10-20
19042,002801,微光股份,6,2022-10-18,2022-10-20
19043,300653,正海生物,6,2022-10-12,2022-10-20
19044,603100,川仪股份,6,2022-09-01,2022-10-20
19045,603685,晨丰科技,3,2022-09-15,2022-10-20
19046,001283,豪鹏科技,2,2022-10-20,2022-10-20
19047,001339,智微智能,2,2022-10-19,2022-10-20
19048,000690,宝新能源,1,2022-10-19,2022-10-20
19049,002314,南山控股,1,2022-10-19,2022-10-20
19050,603685,晨丰科技,1,2022-09-16,2022-10-20
19051,600605,汇通能源,1,2022-09-09,2022-10-20
19052,002182,云海金属,111,2022-10-18,2022-10-19
19053,000933,神火股份,101,2022-10-18,2022-10-19
19054,300633,开立医疗,94,2022-10-18,2022-10-19
19055,300638,广和通,92,2022-10-17,2022-10-19
19056,300866,安克创新,37,2022-09-28,2022-10-19
19057,688187,时代电气,32,2022-10-16,2022-10-19
19058,002124,天邦食品,9,2022-10-18,2022-10-19
19059,301330,熵基科技,9,2022-10-14,2022-10-19
19060,002698,博实股份,8,2022-10-17,2022-10-19
19061,300323,华灿光电,6,2022-10-18,2022-10-19
19062,688106,金宏气体,5,2022-09-30,2022-10-19
19063,002105,信隆健康,2,2022-09-27,2022-10-19
19064,002455,百川股份,1,2022-10-18,2022-10-19
19065,300952,恒辉安防,1,2022-10-18,2022-10-19
19066,603169,兰石重装,1,2022-10-18,2022-10-19
19067,688683,莱尔科技,1,2022-10-18,2022-10-19
19068,002105,信隆健康,1,2022-10-13,2022-10-19
19069,002105,信隆健康,1,2022-09-28,2022-10-19
19070,000902,新洋丰,82,2022-10-17,2022-10-18
19071,300486,东杰智能,63,2022-10-13,2022-10-18
19072,601238,广汽集团,48,2022-09-01,2022-10-18
19073,002758,浙农股份,19,2022-10-16,2022-10-18
19074,603331,百达精工,17,2022-10-15,2022-10-18
19075,688373,盟科药业,17,2022-09-01,2022-10-18
19076,001339,智微智能,12,2022-10-18,2022-10-18
19077,688349,三一重能,12,2022-09-30,2022-10-18
19078,002773,康弘药业,10,2022-10-14,2022-10-18
19079,002422,科伦药业,8,2022-10-14,2022-10-18
19080,600665,天地源,6,2022-10-17,2022-10-18
19081,688311,盟升电子,4,2022-09-06,2022-10-18
19082,000878,云南铜业,3,2022-10-18,2022-10-18
19083,000090,天健集团,3,2022-10-17,2022-10-18
19084,301039,中集车辆,3,2022-10-14,2022-10-18
19085,002807,江阴银行,2,2022-10-17,2022-10-18
19086,603998,方盛制药,2,2022-10-17,2022-10-18
19087,688311,盟升电子,2,2022-09-27,2022-10-18
19088,688311,盟升电子,2,2022-09-26,2022-10-18
19089,688311,盟升电子,2,2022-09-15,2022-10-18
19090,688311,盟升电子,2,2022-09-07,2022-10-18
19091,688311,盟升电子,2,2022-09-05,2022-10-18
19092,002714,牧原股份,1,2022-10-17,2022-10-18
19093,000999,华润三九,1,2022-10-14,2022-10-18
19094,605208,永茂泰,1,2022-10-14,2022-10-18
19095,688072,拓荆科技,401,2022-09-01,2022-10-17
19096,603083,剑桥科技,93,2022-10-12,2022-10-17
19097,300124,汇川技术,88,2022-09-27,2022-10-17
19098,002446,盛路通信,70,2022-10-17,2022-10-17
19099,600233,圆通速递,39,2022-10-16,2022-10-17
19100,688293,奥浦迈,29,2022-09-20,2022-10-17
19101,002352,顺丰控股,27,2022-10-14,2022-10-17
19102,603365,水星家纺,26,2022-08-29,2022-10-17
19103,688293,奥浦迈,25,2022-09-26,2022-10-17
19104,003022,联泓新科,22,2022-10-17,2022-10-17
19105,301163,宏德股份,21,2022-10-13,2022-10-17
19106,831832,科达自控,21,2022-10-13,2022-10-17
19107,300054,鼎龙股份,17,2022-10-16,2022-10-17
19108,002020,京新药业,16,2022-10-14,2022-10-17
19109,002176,江特电机,16,2022-10-14,2022-10-17
19110,300124,汇川技术,16,2022-09-28,2022-10-17
19111,002873,新天药业,10,2022-10-14,2022-10-17
19112,300586,美联新材,10,2022-10-14,2022-10-17
19113,688282,理工导航,9,2022-09-29,2022-10-17
19114,300766,每日互动,8,2022-10-13,2022-10-17
19115,688687,凯因科技,8,2022-09-23,2022-10-17
19116,688366,昊海生科,8,2022-09-14,2022-10-17
19117,603365,水星家纺,8,2022-08-31,2022-10-17
19118,601226,华电重工,8,2022-08-29,2022-10-17
19119,688276,百克生物,7,2022-09-08,2022-10-17
19120,688178,万德斯,6,2022-10-14,2022-10-17
19121,688589,力合微,6,2022-10-13,2022-10-17
19122,300124,汇川技术,5,2022-10-12,2022-10-17
19123,688282,理工导航,5,2022-09-23,2022-10-17
19124,603365,水星家纺,5,2022-09-07,2022-10-17
19125,688520,神州细胞,4,2022-09-21,2022-10-17
19126,688282,理工导航,4,2022-09-16,2022-10-17
19127,688665,四方光电,4,2022-09-07,2022-10-17
19128,001323,慕思股份,3,2022-10-14,2022-10-17
19129,688577,浙海德曼,3,2022-10-10,2022-10-17
19130,300124,汇川技术,3,2022-09-30,2022-10-17
19131,300124,汇川技术,3,2022-09-21,2022-10-17
19132,002093,国脉科技,2,2022-10-17,2022-10-17
19133,300517,海波重科,2,2022-10-14,2022-10-17
19134,688305,科德数控,2,2022-10-13,2022-10-17
19135,300124,汇川技术,2,2022-09-29,2022-10-17
19136,688665,四方光电,2,2022-09-16,2022-10-17
19137,688305,科德数控,1,2022-10-14,2022-10-17
19138,688662,富信科技,1,2022-10-13,2022-10-17
19139,688136,科兴制药,1,2022-10-12,2022-10-17
19140,300124,汇川技术,1,2022-10-11,2022-10-17
19141,300124,汇川技术,1,2022-10-10,2022-10-17
19142,300124,汇川技术,1,2022-09-20,2022-10-17
19143,688520,神州细胞,1,2022-09-20,2022-10-17
19144,688520,神州细胞,1,2022-09-15,2022-10-17
19145,688665,四方光电,1,2022-09-14,2022-10-17
19146,603365,水星家纺,1,2022-09-08,2022-10-17
19147,688687,凯因科技,1,2022-09-06,2022-10-17
19148,688687,凯因科技,1,2022-09-05,2022-10-17
19149,603365,水星家纺,1,2022-09-01,2022-10-17
19150,688520,神州细胞,1,2022-09-01,2022-10-17
19151,300748,金力永磁,114,2022-10-14,2022-10-16
19152,002965,祥鑫科技,59,2022-10-13,2022-10-15
19153,300992,泰福泵业,7,2022-10-14,2022-10-15
19154,003021,兆威机电,6,2022-10-12,2022-10-15
19155,688005,容百科技,161,2022-10-14,2022-10-14
19156,600515,海南机场,40,2022-10-10,2022-10-14
19157,301327,华宝新能,36,2022-10-12,2022-10-14
19158,000737,北方铜业,26,2022-10-13,2022-10-14
19159,688690,纳微科技,26,2022-10-13,2022-10-14
19160,688595,芯海科技,26,2022-09-10,2022-10-14
19161,688233,神工股份,24,2022-09-01,2022-10-14
19162,688349,三一重能,15,2022-09-27,2022-10-14
19163,688786,悦安新材,13,2022-09-01,2022-10-14
19164,002587,奥拓电子,9,2022-10-13,2022-10-14
19165,603150,万朗磁塑,9,2022-10-12,2022-10-14
19166,000788,北大医药,8,2022-10-13,2022-10-14
19167,688349,三一重能,8,2022-09-29,2022-10-14
19168,688349,三一重能,8,2022-09-28,2022-10-14
19169,300486,东杰智能,7,2022-10-12,2022-10-14
19170,603041,美思德,6,2022-09-27,2022-10-14
19171,002334,英威腾,5,2022-10-10,2022-10-14
19172,002334,英威腾,4,2022-10-12,2022-10-14
19173,300928,华安鑫创,4,2022-10-12,2022-10-14
19174,688728,格科微,4,2022-09-13,2022-10-14
19175,301002,崧盛股份,3,2022-10-14,2022-10-14
19176,000048,京基智农,3,2022-10-13,2022-10-14
19177,300839,博汇股份,3,2022-10-13,2022-10-14
19178,002825,纳尔股份,2,2022-10-13,2022-10-14
19179,300876,蒙泰高新,2,2022-10-13,2022-10-14
19180,600665,天地源,2,2022-10-13,2022-10-14
19181,605287,德才股份,2,2022-10-13,2022-10-14
19182,002334,英威腾,2,2022-10-09,2022-10-14
19183,002169,智光电气,1,2022-10-13,2022-10-14
19184,002735,王子新材,1,2022-10-13,2022-10-14
19185,300786,国林科技,1,2022-10-13,2022-10-14
19186,301108,洁雅股份,1,2022-10-13,2022-10-14
19187,688197,首药控股,1,2022-10-13,2022-10-14
19188,002943,宇晶股份,1,2022-09-29,2022-10-14
19189,688349,三一重能,1,2022-09-26,2022-10-14
19190,600500,中化国际,130,2022-10-13,2022-10-13
19191,688258,卓易信息,43,2022-09-01,2022-10-13
19192,002940,昂利康,41,2022-10-12,2022-10-13
19193,600487,亨通光电,40,2022-10-10,2022-10-13
19194,603237,五芳斋,22,2022-09-01,2022-10-13
19195,300842,帝科股份,19,2022-10-11,2022-10-13
19196,301033,迈普医学,17,2022-10-13,2022-10-13
19197,688622,禾信仪器,14,2022-09-01,2022-10-13
19198,835640,富士达,13,2022-10-11,2022-10-13
19199,688131,皓元医药,13,2022-09-23,2022-10-13
19200,688391,钜泉科技,13,2022-09-21,2022-10-13
19201,300706,阿石创,12,2022-10-13,2022-10-13
19202,688131,皓元医药,11,2022-09-16,2022-10-13
19203,301153,中科江南,10,2022-10-11,2022-10-13
19204,688131,皓元医药,10,2022-09-09,2022-10-13
19205,688550,瑞联新材,10,2022-09-01,2022-10-13
19206,300520,科大国创,9,2022-10-11,2022-10-13
19207,002382,蓝帆医疗,7,2022-10-12,2022-10-13
19208,688718,唯赛勃,7,2022-09-15,2022-10-13
19209,688131,皓元医药,7,2022-09-08,2022-10-13
19210,300587,天铁股份,6,2022-10-11,2022-10-13
19211,300537,广信材料,5,2022-10-13,2022-10-13
19212,002329,皇氏集团,5,2022-10-11,2022-10-13
19213,002980,华盛昌,5,2022-10-11,2022-10-13
19214,688131,皓元医药,5,2022-09-01,2022-10-13
19215,301009,可靠股份,4,2022-10-12,2022-10-13
19216,688131,皓元医药,4,2022-09-22,2022-10-13
19217,688131,皓元医药,4,2022-09-21,2022-10-13
19218,688131,皓元医药,4,2022-09-06,2022-10-13
19219,688131,皓元医药,4,2022-09-05,2022-10-13
19220,002698,博实股份,3,2022-10-11,2022-10-13
19221,688150,莱特光电,3,2022-09-26,2022-10-13
19222,688131,皓元医药,3,2022-09-20,2022-10-13
19223,688131,皓元医药,3,2022-09-07,2022-10-13
19224,300649,杭州园林,2,2022-10-13,2022-10-13
19225,002135,东南网架,2,2022-10-12,2022-10-13
19226,002318,久立特材,2,2022-10-12,2022-10-13
19227,688131,皓元医药,2,2022-09-02,2022-10-13
19228,002404,嘉欣丝绸,1,2022-10-13,2022-10-13
19229,300807,天迈科技,1,2022-10-12,2022-10-13
19230,301208,中亦科技,1,2022-10-12,2022-10-13
19231,603569,长久物流,1,2022-10-11,2022-10-13
19232,688131,皓元医药,1,2022-09-29,2022-10-13
19233,688150,莱特光电,1,2022-09-29,2022-10-13
19234,000050,深天马A,1,2022-09-28,2022-10-13
19235,688150,莱特光电,1,2022-09-27,2022-10-13
19236,688699,明微电子,1,2022-09-23,2022-10-13
19237,688150,莱特光电,1,2022-09-21,2022-10-13
19238,002965,祥鑫科技,94,2022-10-11,2022-10-12
19239,001332,锡装股份,91,2022-10-12,2022-10-12
19240,002191,劲嘉股份,51,2022-10-11,2022-10-12
19241,601077,渝农商行,34,2022-09-01,2022-10-12
19242,603690,至纯科技,29,2022-09-01,2022-10-12
19243,688789,宏华数科,26,2022-09-22,2022-10-12
19244,688208,道通科技,23,2022-09-16,2022-10-12
19245,688259,创耀科技,21,2022-09-01,2022-10-12
19246,603324,盛剑环境,15,2022-09-23,2022-10-12
19247,688375,国博电子,15,2022-09-01,2022-10-12
19248,688056,莱伯泰科,11,2022-09-01,2022-10-12
19249,000988,华工科技,9,2022-10-11,2022-10-12
19250,300161,华中数控,9,2022-10-10,2022-10-12
19251,688208,道通科技,7,2022-09-21,2022-10-12
19252,430047,诺思兰德,5,2022-10-11,2022-10-12
19253,688007,光峰科技,5,2022-09-01,2022-10-12
19254,600004,白云机场,4,2022-09-01,2022-10-12
19255,688208,道通科技,3,2022-09-27,2022-10-12
19256,688056,莱伯泰科,3,2022-09-14,2022-10-12
19257,000831,中国稀土,2,2022-10-11,2022-10-12
19258,002572,索菲亚,2,2022-10-11,2022-10-12
19259,688208,道通科技,2,2022-09-26,2022-10-12
19260,603324,盛剑环境,2,2022-09-15,2022-10-12
19261,688056,莱伯泰科,2,2022-09-05,2022-10-12
19262,688056,莱伯泰科,2,2022-09-02,2022-10-12
19263,002135,东南网架,1,2022-10-11,2022-10-12
19264,688056,莱伯泰科,1,2022-09-29,2022-10-12
19265,688051,佳华科技,1,2022-09-28,2022-10-12
19266,002304,洋河股份,1,2022-09-27,2022-10-12
19267,688208,道通科技,1,2022-09-15,2022-10-12
19268,688208,道通科技,1,2022-09-08,2022-10-12
19269,688208,道通科技,1,2022-09-05,2022-10-12
19270,688148,芳源股份,116,2022-09-20,2022-10-11
19271,688677,海泰新光,93,2022-09-02,2022-10-11
19272,601677,明泰铝业,90,2022-10-05,2022-10-11
19273,688179,阿拉丁,87,2022-09-01,2022-10-11
19274,688283,坤恒顺维,76,2022-09-01,2022-10-11
19275,688677,海泰新光,69,2022-09-19,2022-10-11
19276,601609,金田股份,41,2022-09-01,2022-10-11
19277,605300,佳禾食品,41,2022-09-01,2022-10-11
19278,688148,芳源股份,31,2022-09-29,2022-10-11
19279,688305,科德数控,18,2022-09-15,2022-10-11
19280,688677,海泰新光,17,2022-09-21,2022-10-11
19281,688029,南微医学,16,2022-09-01,2022-10-11
19282,603323,苏农银行,15,2022-09-28,2022-10-11
19283,603693,江苏新能,14,2022-09-01,2022-10-11
19284,688114,华大智造,13,2022-09-19,2022-10-11
19285,603215,比依股份,10,2022-09-01,2022-10-11
19286,603323,苏农银行,10,2022-08-18,2022-10-11
19287,688305,科德数控,9,2022-09-26,2022-10-11
19288,688677,海泰新光,9,2022-09-15,2022-10-11
19289,301116,益客食品,7,2022-10-10,2022-10-11
19290,301043,绿岛风,7,2022-09-29,2022-10-11
19291,603323,苏农银行,7,2022-08-23,2022-10-11
19292,300162,雷曼光电,6,2022-10-11,2022-10-11
19293,688156,路德环境,6,2022-09-22,2022-10-11
19294,300118,东方日升,5,2022-10-10,2022-10-11
19295,300979,华利集团,5,2022-09-27,2022-10-11
19296,688677,海泰新光,5,2022-09-16,2022-10-11
19297,688677,海泰新光,5,2022-09-01,2022-10-11
19298,002158,汉钟精机,3,2022-10-10,2022-10-11
19299,688156,路德环境,3,2022-09-28,2022-10-11
19300,603323,苏农银行,3,2022-09-27,2022-10-11
19301,688132,邦彦技术,3,2022-09-23,2022-10-11
19302,688677,海泰新光,3,2022-09-07,2022-10-11
19303,603323,苏农银行,3,2022-08-24,2022-10-11
19304,688148,芳源股份,2,2022-09-22,2022-10-11
19305,688027,国盾量子,2,2022-09-08,2022-10-11
19306,603323,苏农银行,2,2022-09-02,2022-10-11
19307,000999,华润三九,1,2022-10-09,2022-10-11
19308,688677,海泰新光,1,2022-09-29,2022-10-11
19309,688156,路德环境,1,2022-09-23,2022-10-11
19310,688677,海泰新光,1,2022-09-22,2022-10-11
19311,300760,迈瑞医疗,259,2022-09-22,2022-10-10
19312,688169,石头科技,240,2022-08-29,2022-10-10
19313,688779,长远锂科,224,2022-09-01,2022-10-10
19314,688690,纳微科技,222,2022-09-06,2022-10-10
19315,603666,亿嘉和,135,2022-09-01,2022-10-10
19316,688772,珠海冠宇,121,2022-09-06,2022-10-10
19317,688381,帝奥微,93,2022-09-01,2022-10-10
19318,688167,炬光科技,89,2022-09-12,2022-10-10
19319,688022,瀚川智能,88,2022-09-01,2022-10-10
19320,603786,科博达,86,2022-09-21,2022-10-10
19321,688100,威胜信息,72,2022-09-01,2022-10-10
19322,688596,正帆科技,69,2022-09-01,2022-10-10
19323,688093,世华科技,66,2022-09-01,2022-10-10
19324,688326,经纬恒润,61,2022-09-01,2022-10-10
19325,688323,瑞华泰,54,2022-09-28,2022-10-10
19326,688202,美迪西,49,2022-09-07,2022-10-10
19327,688766,普冉股份,48,2022-09-05,2022-10-10
19328,603208,江山欧派,48,2022-09-01,2022-10-10
19329,603992,松霖科技,48,2022-09-01,2022-10-10
19330,688768,容知日新,46,2022-09-13,2022-10-10
19331,603345,安井食品,43,2022-09-02,2022-10-10
19332,688047,龙芯中科,43,2022-09-01,2022-10-10
19333,601128,常熟银行,42,2022-09-29,2022-10-10
19334,688008,澜起科技,40,2022-09-01,2022-10-10
19335,601128,常熟银行,38,2022-09-27,2022-10-10
19336,688028,沃尔德,32,2022-09-14,2022-10-10
19337,688682,霍莱沃,32,2022-09-01,2022-10-10
19338,688052,纳芯微,31,2022-09-01,2022-10-10
19339,600908,无锡银行,29,2022-09-28,2022-10-10
19340,688696,极米科技,29,2022-09-01,2022-10-10
19341,601128,常熟银行,27,2022-09-28,2022-10-10
19342,603345,安井食品,27,2022-09-28,2022-10-10
19343,688162,巨一科技,27,2022-09-05,2022-10-10
19344,603031,安孚科技,27,2022-09-01,2022-10-10
19345,603982,泉峰汽车,26,2022-09-28,2022-10-10
19346,600956,新天绿能,25,2022-09-01,2022-10-10
19347,688049,炬芯科技,25,2022-09-01,2022-10-10
19348,605088,冠盛股份,24,2022-09-22,2022-10-10
19349,601128,常熟银行,24,2022-09-07,2022-10-10
19350,688737,中自科技,24,2022-09-07,2022-10-10
19351,688580,伟思医疗,22,2022-09-01,2022-10-10
19352,688018,乐鑫科技,22,2022-08-25,2022-10-10
19353,688067,爱威科技,21,2022-09-28,2022-10-10
19354,688287,观典防务,21,2022-09-01,2022-10-10
19355,603345,安井食品,20,2022-09-22,2022-10-10
19356,688185,康希诺,20,2022-09-01,2022-10-10
19357,603786,科博达,19,2022-09-30,2022-10-10
19358,688508,芯朋微,19,2022-09-22,2022-10-10
19359,600475,华光环能,19,2022-09-01,2022-10-10
19360,603786,科博达,18,2022-09-01,2022-10-10
19361,603057,紫燕食品,17,2022-09-28,2022-10-10
19362,600929,雪天盐业,17,2022-09-27,2022-10-10
19363,688668,鼎通科技,16,2022-09-19,2022-10-10
19364,688227,品高股份,16,2022-09-08,2022-10-10
19365,688173,希荻微,16,2022-09-06,2022-10-10
19366,688048,长光华芯,16,2022-09-01,2022-10-10
19367,688625,呈和科技,16,2022-09-01,2022-10-10
19368,603786,科博达,15,2022-09-02,2022-10-10
19369,603345,安井食品,15,2022-09-01,2022-10-10
19370,688680,海优新材,15,2022-09-01,2022-10-10
19371,688382,益方生物,14,2022-09-27,2022-10-10
19372,601128,常熟银行,14,2022-09-09,2022-10-10
19373,688080,映翰通,14,2022-09-01,2022-10-10
19374,603786,科博达,13,2022-09-29,2022-10-10
19375,688668,鼎通科技,13,2022-09-28,2022-10-10
19376,601128,常熟银行,13,2022-09-08,2022-10-10
19377,601963,重庆银行,13,2022-09-01,2022-10-10
19378,688798,艾为电子,13,2022-08-30,2022-10-10
19379,603345,安井食品,12,2022-09-30,2022-10-10
19380,688089,嘉必优,12,2022-09-28,2022-10-10
19381,688202,美迪西,12,2022-09-27,2022-10-10
19382,688078,龙软科技,12,2022-09-07,2022-10-10
19383,688083,中望软件,12,2022-09-07,2022-10-10
19384,688273,麦澜德,12,2022-09-06,2022-10-10
19385,688668,鼎通科技,11,2022-09-30,2022-10-10
19386,688668,鼎通科技,11,2022-09-26,2022-10-10
19387,688089,嘉必优,11,2022-09-22,2022-10-10
19388,601128,常熟银行,11,2022-09-19,2022-10-10
19389,688202,美迪西,11,2022-09-19,2022-10-10
19390,603345,安井食品,11,2022-09-15,2022-10-10
19391,300486,东杰智能,10,2022-09-29,2022-10-10
19392,688269,凯立新材,10,2022-09-09,2022-10-10
19393,603345,安井食品,10,2022-09-08,2022-10-10
19394,603345,安井食品,10,2022-09-07,2022-10-10
19395,688210,统联精密,10,2022-09-06,2022-10-10
19396,603444,吉比特,9,2022-09-01,2022-10-10
19397,603677,奇精机械,9,2022-09-01,2022-10-10
19398,688521,芯原股份,8,2022-09-27,2022-10-10
19399,603786,科博达,8,2022-09-16,2022-10-10
19400,603979,金诚信,8,2022-09-16,2022-10-10
19401,603345,安井食品,8,2022-09-14,2022-10-10
19402,688557,兰剑智能,8,2022-09-13,2022-10-10
19403,688092,爱科科技,8,2022-09-02,2022-10-10
